prompt_id,task_name,strategy,length,specificity,vocabulary,syntax,entropy_mean,entropy_std,ppl_mean,ppl_std,t1a_mean,t1a_std,sc_mean,ctr_mean,ctr_std,strategy_code,length_code,specificity_code,vocab_code,syntax_code
367,next_smallest,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.496514161294096,0.0020391752430167,22.57283317847029,0.0318717188448218,0.0,0.0,0.998900745609221,0.9430322531218878,9.959396307359648e-05,0,1,1,1,1
368,next_smallest,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.299370925207467,0.0023764150971132,19.68974994052124,0.0324731344595747,0.0,0.0,0.9999999999999998,0.8608036219581212,0.0011771363893605,1,1,2,2,0
369,next_smallest,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.452332623359734,0.0262195706374978,21.89563865718557,0.3997927225350294,0.0,0.0,0.9391355957575238,0.9375530775030756,0.0004082644914357,2,2,2,2,0
370,next_smallest,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.421774802019974,0.0,21.433191756253912,0.0,0.0,0.0,1.0000000000000002,0.9264069264069266,1.1102230246251563e-16,2,2,2,2,1
371,is_bored,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.342165745926694,0.0083670823534046,20.282872334871577,0.118057520622024,0.0,0.0,0.9797254561251684,0.8165088893436513,0.0020750084336228,0,0,0,0,0
372,is_bored,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.426133352230745,0.0336205957834878,21.503816315841654,0.492909745357555,0.0,0.0,0.9679054886357776,0.8443394199785178,0.0011170784103115,0,1,1,1,1
373,is_bored,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.209039192341498,0.0,18.494689725921784,0.0,0.0,0.0,1.0,0.832258064516129,0.0,1,1,2,2,0
374,is_bored,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.280275341562837,0.0006446304954909,19.43082815306799,0.008685066293296,0.0,0.0,0.947507061560258,0.8371850371850371,0.0008436008436008,2,2,2,2,0
375,is_bored,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.361162878263827,0.0388054019641657,20.55878137879468,0.5499013779597312,0.0,0.0,0.961367430826243,0.8546529644268773,0.0010998499398425,2,2,2,2,1
376,any_int,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.505416249230588,0.0,22.712525816878617,0.0,0.0,0.0,1.0000000000000002,0.9263803680981596,1.1102230246251563e-16,0,0,0,0,0
377,any_int,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.286470694374806,0.015747649163466,19.5156161841014,0.2147663852265253,0.0,0.0,0.9920241126751588,0.9514893617021276,0.0034042553191489,0,1,1,1,1
378,any_int,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.191010433008175,0.0,18.265007398964613,0.0,0.0,0.0,1.0000000000000004,0.8974358974358975,0.0,1,1,2,2,0
379,any_int,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.332085615437864,0.1394394819952029,20.23670729836881,1.988616819838188,0.0,0.0,0.9645124963227154,0.917008200549194,0.0069761773146303,2,2,2,2,0
380,any_int,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.554856893640905,0.0,23.504366530102885,0.0,0.0,0.0,1.0000000000000002,0.926605504587156,1.1102230246251563e-16,2,2,2,2,1
381,encode,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.052770103369503,0.0535180439463268,16.60755229936896,0.6204736746686972,0.0,0.0,0.982646732652762,0.9103965909641178,0.0044835946093266,0,0,0,0,0
382,encode,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.332393898886028,0.003050828924637,20.14565947209334,0.0426690655463261,0.0,0.0,0.9958147298109552,0.9074074074074074,0.0,0,1,1,1,1
383,encode,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,3.996792853482885,0.0,15.964471112370806,0.0,0.0,0.0,1.0000000000000002,0.9219512195121952,1.1102230246251563e-16,1,1,2,2,0
384,encode,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.40736233195838,0.0120626053468093,21.220879687360732,0.176360081239904,0.0,0.0,0.975893946395058,0.7580771611305963,0.0026408087476789,2,2,2,2,0
385,encode,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.325918599990023,0.0097865125077062,20.055857734290896,0.1358584910932266,0.0,0.0,0.9827998747605255,0.7700617283950618,0.0006300127939257,2,2,2,2,1
386,skjkasdkd,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.329495266679106,0.0002931951399947,20.10517929014859,0.0040865457904828,0.0,0.0,1.0,0.931818181818182,1.1102230246251563e-16,0,0,0,0,0
387,skjkasdkd,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.219081821923066,0.0180409412470854,18.62533353803469,0.2320818635326568,0.0,0.0,0.979947839937424,0.9403966029922656,0.0096178028528517,0,1,1,1,1
388,skjkasdkd,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.318020359457661,0.0045375621836967,19.945999085240334,0.0625861681959577,0.0,0.0,0.972453938665696,0.9123752031576504,0.0027165080102159,1,1,2,2,0
389,skjkasdkd,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.110630020203076,0.0118985237311189,17.275781032288492,0.1422379464220172,0.0,0.0,0.9824477933382738,0.9338037503411174,0.0001432394298146,2,2,2,2,0
390,skjkasdkd,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.184013199873354,0.0412871601998342,18.18418560284217,0.5315381331329541,0.0,0.0,0.9726591666386988,0.9221875154940752,0.0007536318111954,2,2,2,2,1
391,check_dict_case,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.684772677006174,0.0100972133509884,25.71980817420414,0.1797493536639111,0.0,0.0,0.9006853364605888,0.8489040060468632,0.0024069060208753,0,0,0,0,0
392,check_dict_case,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.422719278456707,0.0040893650165355,21.44731399702017,0.0608019998154772,0.0,0.0,0.9621245014792236,0.9156302851524092,0.0001494591937069,0,1,1,1,1
393,check_dict_case,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.298538499878243,0.0,19.67836564573454,0.0,0.0,0.0,1.0,0.9215686274509804,0.0,1,1,2,2,0
394,check_dict_case,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.449004349149083,0.0059651062403236,21.841751643143706,0.0900290319839982,0.0,0.0,0.9927692334819224,0.9013100436681224,0.0034934497816593,2,2,2,2,0
395,check_dict_case,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.4097753923694505,0.0154921524669141,21.256890876582936,0.2287560237183794,0.0,0.0,0.9939729083541752,0.9242290748898678,0.0064744222276207,2,2,2,2,1
396,count_up_to,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.191272445553137,0.0002589208484767,18.268325161916948,0.0032790623111125,0.0,0.0,0.993527558332742,0.8831168831168832,1.1102230246251563e-16,0,0,0,0,0
397,count_up_to,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.196930328001328,0.0201053727025747,18.34188683944499,0.2548700042278602,0.0,0.0,0.866254914844838,0.928172333777932,0.0130953335173549,0,1,1,1,1
398,count_up_to,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.219486916039413,0.0013303123084863,18.62911882148748,0.0171898324062127,0.0,0.0,0.9928433903386036,0.9120829073333953,0.0015057161446231,1,1,2,2,0
399,count_up_to,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.223849370130581,0.0,18.685527280920788,0.0,0.0,0.0,1.0000000000000009,0.9469026548672568,0.0,2,2,2,2,0
400,count_up_to,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.1814236816969705,0.0,18.14403825030484,0.0,0.0,0.0,1.0000000000000002,0.9399141630901288,1.1102230246251563e-16,2,2,2,2,1
401,multiply,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.440158997021636,0.0,21.70806151670085,0.0,0.0,0.0,1.0,0.9097744360902256,0.0,0,0,0,0,0
402,multiply,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.453171567388871,0.0081585991026108,21.90509614932892,0.1239222720114975,0.0,0.0,0.956026480238323,0.9366912784343976,0.0045287217821414,0,1,1,1,1
403,multiply,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.406085133206625,0.0637782619185308,21.222549565563607,0.9693537913987272,0.0,0.0,0.8043239606980406,0.907326984126984,0.0066539682539682,1,1,2,2,0
404,multiply,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.5301437510855775,0.0076034818576026,23.105489273988702,0.1212924066174196,0.0,0.0,0.9859049477656692,0.9364058387173966,0.0033787987556831,2,2,2,2,0
405,multiply,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.479048449796936,0.0044997940739133,22.301293050781567,0.0693954835654381,0.0,0.0,0.7978386548349341,0.9184966257819812,0.0038027683365351,2,2,2,2,1
406,count_upper,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.420409754840399,0.0,21.41292171985146,0.0,0.0,0.0,1.0000000000000002,0.8596491228070174,1.1102230246251563e-16,0,0,0,0,0
407,count_upper,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.361354049796661,0.0140752003037573,20.55507336578492,0.2001267173923961,0.0,0.0,0.9967790449830496,0.9002681871543178,0.0006177246499079,0,1,1,1,1
408,count_upper,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.373034816541542,0.0,20.721188039810983,0.0,0.0,0.0,1.0,0.8653846153846153,1.1102230246251563e-16,1,1,2,2,0
409,count_upper,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.318235575991183,0.0428203843057052,19.957536697392914,0.5793764683405804,0.0,0.0,0.9971431837980764,0.9035012476606364,0.000857766687461,2,2,2,2,0
410,count_upper,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.382405718111272,0.0069545246301005,20.85646128104837,0.1006369752367061,0.0,0.0,0.9912265321913134,0.9087415322965364,0.0019257509283974,2,2,2,2,1
411,closest_integer,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.703225892620208,0.0724989097693313,26.082352767943583,1.2617565171115892,0.0,0.0,0.7304425310573793,0.8670325602167155,0.0045893456049136,0,0,0,0,0
412,closest_integer,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.250134392290829,0.0190908668636648,19.030743476156715,0.2497824565748136,0.0,0.0,0.963296501569151,0.9425792366769326,0.0001241408391726,0,1,1,1,1
413,closest_integer,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.276905713808181,0.0,19.38549560177136,0.0,0.0,0.0,1.0000000000000002,0.8800000000000001,1.1102230246251563e-16,1,1,2,2,0
414,closest_integer,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.128474530793,0.0064926050798877,17.490373263000684,0.0789782052958074,0.0,0.0,0.8989481923482439,0.9408705627429738,0.0084379580651328,2,2,2,2,0
415,closest_integer,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.295308641483301,0.0,19.634359643367254,0.0,0.0,0.0,1.0000000000000004,0.9414414414414416,0.0,2,2,2,2,1
416,make_a_pile,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.332808988785412,0.0747925270836132,20.177808933810137,1.005583364833447,0.0,0.0,0.9252051205408314,0.9089878714051162,0.0080727940635317,0,0,0,0,0
417,make_a_pile,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.235235218087263,0.0094095379194488,18.83397841311008,0.1226737417063817,0.0,0.0,0.9610155024540102,0.953064329179948,0.0005855778144874,0,1,1,1,1
418,make_a_pile,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.313933969212103,0.0107395638799388,19.890036069102003,0.1483122364807035,0.0,0.0,0.9860921750332609,0.9387203523715684,0.0010155339114515,1,1,2,2,0
419,make_a_pile,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.256417293460748,0.0058980800528659,19.11229792778525,0.0780700111173274,0.0,0.0,0.9959151940283436,0.9540126050420168,0.0001886861846681,2,2,2,2,0
420,make_a_pile,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.32019880354332,0.0,19.9760412935715,0.0,0.0,0.0,1.0,0.9375,0.0,2,2,2,2,1
421,words_string,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.42878761004464,0.0008472168309758,21.53763387299083,0.0126494032135797,0.0,0.0,0.981145517090558,0.8489405331510594,0.0005580974579136,0,0,0,0,0
422,words_string,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.488139962924124,0.0097517032071284,22.44267644761326,0.1510915393956359,0.0,0.0,0.9664182999076474,0.8747591612864658,0.0048074207172734,0,1,1,1,1
423,words_string,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.396998845873647,0.0,21.06825389877145,0.0,0.0,0.0,1.0000000000000004,0.8024691358024691,0.0,1,1,2,2,0
424,words_string,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.445029290002696,0.0133473101971386,21.78240457776196,0.202922170312847,0.0,0.0,0.9650507032260828,0.8837911852802739,0.0008386820710312,2,2,2,2,0
425,words_string,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.43317911782457,0.0032142368542794,21.60334336697128,0.0481287850010154,0.0,0.0,0.989068051034861,0.8863482911572046,0.0013233792754738,2,2,2,2,1
426,choose_num,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.376403945864551,0.0075515377864096,20.769919427619584,0.1087576227038404,0.0,0.0,0.9781508645375232,0.9469962184710148,0.0001145915438516,0,0,0,0,0
427,choose_num,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.266849239234963,0.0614320768557388,19.26828699427909,0.8196943017081327,0.0,0.0,0.9041055823969412,0.9502123747939648,0.0073906758925518,0,1,1,1,1
428,choose_num,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.293398575498636,0.0,19.60838179895089,0.0,0.0,0.0,1.0000000000000002,0.905511811023622,0.0,1,1,2,2,0
429,choose_num,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.240484542732999,0.0175531122766623,18.90363177912227,0.2306526796289778,0.0,0.0,0.9817479578410336,0.9602102102601636,0.0002815274322495,2,2,2,2,0
430,choose_num,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.4165187987013415,0.0,21.355248764058672,0.0,0.0,0.0,1.0,0.9364406779661018,1.1102230246251563e-16,2,2,2,2,1
431,rounded_avg,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.34804048217821,0.0,20.36529040863965,0.0,0.0,0.0,1.0,0.930635838150289,0.0,0,0,0,0,0
432,rounded_avg,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.4079577845499385,0.0029796567551483,21.228946340634803,0.0438634336849169,0.0,0.0,0.9948107328426004,0.9312863606981254,0.0056473907019564,0,1,1,1,1
433,rounded_avg,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.306027427491996,0.0,19.780780229285146,0.0,0.0,0.0,0.9999999999999998,0.8954248366013072,0.0,1,1,2,2,0
434,rounded_avg,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.344254860630623,0.0438601449058371,20.32118885842233,0.6057790116416146,0.0,0.0,0.9062748297083748,0.9363708436526428,0.0057041665585354,2,2,2,2,0
435,rounded_avg,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.3848499676155495,0.0,20.891583870123064,0.0,0.0,0.0,0.9999999999999998,0.925925925925926,0.0,2,2,2,2,1
436,unique_digits,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.40551381881533,0.0017083718174862,21.19298400305084,0.0251017931278232,0.0,0.0,0.989276469545507,0.9010989010989012,0.0,0,0,0,0,0
437,unique_digits,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.577696378556411,0.0,23.87942807443586,0.0,0.0,0.0,1.0,0.923694779116466,1.1102230246251563e-16,0,1,1,1,1
438,unique_digits,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.239752236250708,0.0825660890937424,18.92448773165926,1.1294525730354392,0.0,0.0,0.9116318901964492,0.8913989567204341,0.0091900131118829,1,1,2,2,0
439,unique_digits,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.344296018103795,0.2091282675777271,20.530432957764702,3.0413517341930167,0.0,0.0,0.7759308779346483,0.9429733520336604,0.0219182953141047,2,2,2,2,0
440,unique_digits,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.532066610524057,0.0179684488228465,23.137772813277632,0.2865877407163087,0.0,0.0,0.9108592811357366,0.9275465668375542,0.0038587492419776,2,2,2,2,1
441,by_length,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.59925406683573,0.0171095713815604,24.240631125671836,0.2867723578249118,0.0,0.0,0.7566634937630935,0.8423025235179932,0.0110825054810109,0,0,0,0,0
442,by_length,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.61114137669952,0.0035416884959983,24.439548474174263,0.0600431203776935,0.0,0.0,0.9697915627726712,0.8521754385964913,0.001445000721542,0,1,1,1,1
443,by_length,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.587087223642512,0.0070407083854438,24.035657970947646,0.1171822484679766,0.0,0.0,0.9764244600306308,0.8632524970285882,0.0012258430224325,1,1,2,2,0
444,by_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.568341608149036,0.0322002979612515,23.73098003876844,0.5270390733030317,0.0,0.0,0.8869841414709635,0.875527107880731,0.0041944715157614,2,2,2,2,0
445,by_length,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.497490787274199,0.0329466365581395,22.59400478190493,0.5182586894510971,0.0,0.0,0.901531254940486,0.884867410176582,0.0056176916770097,2,2,2,2,1
446,even_odd_palindrome,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.315169602802366,0.0166057147385938,19.90784958842836,0.2302837405536726,0.0,0.0,0.9854737671233956,0.925466079392781,0.0080544244445353,0,0,0,0,0
447,even_odd_palindrome,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.2797756723929385,0.0072553728044297,19.424343872000456,0.0980543736727511,0.0,0.0,0.9901867966784682,0.9342102932057756,0.000124014527416,0,1,1,1,1
448,even_odd_palindrome,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.256814217705988,0.0103152058415599,19.117887698689053,0.1374253326455502,0.0,0.0,1.0000000000000002,0.9017341040462428,0.0,1,1,2,2,0
449,even_odd_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.20486046320148,0.0027927367041587,18.44123239924313,0.0357121888989456,0.0,0.0,0.9926552405801246,0.9435425144570572,0.0018536868189834,2,2,2,2,0
450,even_odd_palindrome,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.321631943889801,0.0385181919427614,20.00304786315773,0.5368268484969728,0.0,0.0,0.9703039058127764,0.9053248585791138,0.0057665848907593,2,2,2,2,1
451,solve_2,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.39793995871279,0.0331949577211386,21.087647389320686,0.493587110228745,0.0,0.0,0.8751256134214218,0.935301365137253,0.0031836774924843,0,0,0,0,0
452,solve_2,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.246488455103973,0.0498798811462778,18.9924946068618,0.6643748391394818,0.0,0.0,0.9767243085087148,0.9449384732803984,0.0027997636652856,0,1,1,1,1
453,solve_2,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.217806338011151,0.0,18.60742270624985,0.0,0.0,0.0,1.0,0.9304812834224598,1.1102230246251563e-16,1,1,2,2,0
454,solve_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.254586621962721,0.0735351689209979,19.113346019470377,1.0114737605221469,0.0,0.0,0.9516274811345402,0.9471118991331756,0.0036485421591804,2,2,2,2,0
455,solve_2,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.208603436799734,0.0303218900295031,18.4932305107598,0.394681964667853,0.0,0.0,0.9805398760720172,0.9486206896551724,0.0006896551724137,2,2,2,2,1
456,add_elements,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.349875682249953,0.0048586763647018,20.391328425395542,0.0686260168046949,0.0,0.0,1.0,0.9308506850085274,0.0005876167833203,0,0,0,0,0
457,add_elements,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.230521317687369,0.0,18.77214127337697,0.0,0.0,0.0,1.0,0.9465020576131687,0.0,0,1,1,1,1
458,add_elements,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.335404987103206,0.0318556611352911,20.19261151041735,0.443790844338538,0.0,0.0,1.0000000000000004,0.8918918918918919,0.0,1,1,2,2,0
459,add_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.294810198433782,0.0107062016885874,19.628119717789165,0.1464694893657598,0.0,0.0,0.975497315485026,0.953818214190332,0.0003133624143149,2,2,2,2,0
460,add_elements,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.324965202384581,0.0631058406858749,20.061210638728536,0.8691722070444324,0.0,0.0,0.934686433919096,0.9311235128173678,0.0134371922906878,2,2,2,2,1
461,get_odd_collatz,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.322301713510206,0.0,20.00518012462704,0.0,0.0,0.0,1.0000000000000002,0.9320388349514562,1.1102230246251563e-16,0,0,0,0,0
462,get_odd_collatz,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.45049290249767,0.0254190481843168,21.86749215173322,0.382811582898786,0.0,0.0,0.6639942654736404,0.9289586868581317,0.0079275164707119,0,1,1,1,1
463,get_odd_collatz,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.420240400390313,0.0336792469123537,21.41617506928308,0.4912138090631061,0.0,0.0,0.9586642175496768,0.932668104998202,0.0012585400934915,1,1,2,2,0
464,get_odd_collatz,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.355371517222723,0.0079635037368124,20.469351812393192,0.1131208819431695,0.0,0.0,0.997025238560274,0.9478260869565216,0.0,2,2,2,2,0
465,get_odd_collatz,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.390323582319455,0.071271333131454,20.99676531137543,1.0469227355952146,0.0,0.0,0.7803057558877189,0.9304041511235258,0.0141778000239347,2,2,2,2,1
466,valid_date,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.7293756744121,5.163269090466826e-05,26.52674356326837,0.0009493415784916,0.0,0.0,0.9768178214508276,0.8641975308641975,0.0,0,0,0,0,0
467,valid_date,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.514167974331445,0.0003489055391838,22.85072471939809,0.0055252829661441,0.0,0.0,0.9970867915123164,0.8786610878661086,1.1102230246251563e-16,0,1,1,1,1
468,valid_date,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.681602140456875,0.0,25.662719205290237,0.0,0.0,0.0,1.0000000000000002,0.8646616541353384,0.0,1,1,2,2,0
469,valid_date,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.59182980669771,0.0144832957328006,24.11573491486956,0.2439229672609883,0.0,0.0,0.9846492454814336,0.886297315755707,8.27831701814663e-05,2,2,2,2,0
470,valid_date,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.657202214940484,0.019244032771769,25.234581917451045,0.3354856790440885,0.0,0.0,0.9525019774690148,0.8813132209405502,0.0046077358071875,2,2,2,2,1
471,split_words,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.514553246162148,0.0070442717851013,22.8570994374323,0.1114927053483157,0.0,0.0,0.8766031163489482,0.8884074074074075,0.0041732047469639,0,0,0,0,0
472,split_words,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.295593681223083,0.0699141271821826,19.661872654777994,0.9875138756123916,0.0,0.0,0.8694065321555329,0.9308129395218004,0.013929676511955,0,1,1,1,1
473,split_words,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.119278852964414,0.0166669858078337,17.38022366524343,0.1995881765793497,0.0,0.0,0.9864856473847278,0.9218068887634104,0.0001355166572557,1,1,2,2,0
474,split_words,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.178292788355078,0.0224914536126633,18.106910144907427,0.2831618975491691,0.0,0.0,0.9577857013538412,0.9204500637977032,0.0018752618376486,2,2,2,2,0
475,split_words,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.239653694636911,0.0143985490693625,18.89228533499994,0.1876831907633901,0.0,0.0,0.8855274893944861,0.9224898275802944,0.0035832363462364,2,2,2,2,1
476,is_sorted,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.464991889738932,0.034285406334961,22.09111710743455,0.5156919445848871,0.0,0.0,0.9119217734210942,0.9477307419431126,0.0049534538731107,0,0,0,0,0
477,is_sorted,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.236402031092698,0.09432750576493,18.888400865178728,1.201054530626506,0.0,0.0,0.7758448125138921,0.9465323683067174,0.0032471357677085,0,1,1,1,1
478,is_sorted,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.133837977342838,0.0224792265156839,17.55746686416112,0.2728798709121335,0.0,0.0,0.9924229818619884,0.9092276144907724,0.0002734107997266,1,1,2,2,0
479,is_sorted,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.203405102407894,0.0275885555409082,18.42594375097158,0.3477921820781054,0.0,0.0,0.9885491205648844,0.9557875159139864,0.0014724527649728,2,2,2,2,0
480,is_sorted,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.217648738396459,0.0365597403704548,18.6113854932485,0.4740256836451804,0.0,0.0,0.9546950490653688,0.9454938131060856,0.0010784513586039,2,2,2,2,1
481,intersection,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.345442897656592,0.0,20.32865552305292,0.0,0.0,0.0,1.0000000000000004,0.9327354260089686,0.0,0,0,0,0,0
482,intersection,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.452039528398887,0.0,21.887564551567007,0.0,0.0,0.0,1.0,0.8835341365461847,0.0,0,1,1,1,1
483,intersection,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.3015207110916185,0.0211436374193841,19.721218444015037,0.2922064972565437,0.0,0.0,0.9979992847291254,0.9381532217148656,0.0033231861998985,1,1,2,2,0
484,intersection,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,4.4035394705545805,0.0,21.16398610493817,0.0,0.0,0.0,1.0,0.9547325102880656,1.1102230246251563e-16,2,2,2,2,0
485,intersection,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,4.443380704033254,0.0155159910875105,21.757846955584046,0.2329790393567854,0.0,0.0,0.990655497685261,0.8913032258064515,0.0003483870967742,2,2,2,2,1
486,prod_signs,Zero-Shot,Short,Abstract,Natural Language,Imperative,4.473227039212526,0.0,22.21137866920056,0.0,0.0,0.0,0.9999999999999998,0.925,0.0,0,0,0,0,0
487,prod_signs,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,4.437515827665062,0.0105784859534325,21.668908384439472,0.1586438349406525,0.0,0.0,0.9660127969305018,0.9373335229831924,0.0035723590386811,0,1,1,1,1
488,prod_signs,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,4.3546146268603385,0.010559175020278,20.458849706898697,0.1489179876479127,0.0,0.0,1.0000000000000002,0.9166666666666666,0.0,1,1,2,2,0
