prompt_id,task_name,task_difficulty,strategy,length,specificity,vocabulary,syntax,prompt_text
395,check_dict_case,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named check_dict_case is required. Its purpose is to Check if all dictionary keys are either all lower or all upper case.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
396,count_up_to,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called count_up_to that Return a list of primes less than n.
397,count_up_to,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function count_up_to should Return a list of primes less than n. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
398,count_up_to,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function count_up_to that Return a list of primes less than n.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement count_up_to following the same pattern. Use type hints. Return the correct data type."
399,count_up_to,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called count_up_to that Return a list of primes less than n.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
400,count_up_to,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named count_up_to is required. Its purpose is to Return a list of primes less than n.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
401,multiply,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called multiply that Multiply the unit digits of two integers.
402,multiply,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function multiply should Multiply the unit digits of two integers. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
403,multiply,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function multiply that Multiply the unit digits of two integers.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement multiply following the same pattern. Use type hints. Return the correct data type."
404,multiply,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called multiply that Multiply the unit digits of two integers.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
405,multiply,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named multiply is required. Its purpose is to Multiply the unit digits of two integers.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
406,count_upper,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called count_upper that Count uppercase vowels at even indices in a string.
407,count_upper,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function count_upper should Count uppercase vowels at even indices in a string. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
408,count_upper,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function count_upper that Count uppercase vowels at even indices in a string.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement count_upper following the same pattern. Use type hints. Return the correct data type."
409,count_upper,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called count_upper that Count uppercase vowels at even indices in a string.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
410,count_upper,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named count_upper is required. Its purpose is to Count uppercase vowels at even indices in a string.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
411,closest_integer,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,"Write a Python function called closest_integer that Round a decimal string to the nearest integer, ties round away from zero."
412,closest_integer,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,"The function closest_integer should Round a decimal string to the nearest integer, ties round away from zero. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions."
413,closest_integer,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function closest_integer that Round a decimal string to the nearest integer, ties round away from zero.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement closest_integer following the same pattern. Use type hints. Return the correct data type."
414,closest_integer,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called closest_integer that Round a decimal string to the nearest integer, ties round away from zero.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
415,closest_integer,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named closest_integer is required. Its purpose is to Round a decimal string to the nearest integer, ties round away from zero.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
416,make_a_pile,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called make_a_pile that Generate a pile of stones where each level follows odd/even rules.
417,make_a_pile,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function make_a_pile should Generate a pile of stones where each level follows odd/even rules. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
418,make_a_pile,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function make_a_pile that Generate a pile of stones where each level follows odd/even rules.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement make_a_pile following the same pattern. Use type hints. Return the correct data type."
419,make_a_pile,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called make_a_pile that Generate a pile of stones where each level follows odd/even rules.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
420,make_a_pile,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named make_a_pile is required. Its purpose is to Generate a pile of stones where each level follows odd/even rules.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
421,words_string,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called words_string that Split a comma-or-space delimited string into a list of words.
422,words_string,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function words_string should Split a comma-or-space delimited string into a list of words. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
423,words_string,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function words_string that Split a comma-or-space delimited string into a list of words.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement words_string following the same pattern. Use type hints. Return the correct data type."
424,words_string,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called words_string that Split a comma-or-space delimited string into a list of words.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
425,words_string,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named words_string is required. Its purpose is to Split a comma-or-space delimited string into a list of words.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
426,choose_num,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,"Write a Python function called choose_num that Return the largest even integer in a range, or -1 if none."
427,choose_num,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,"The function choose_num should Return the largest even integer in a range, or -1 if none. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions."
428,choose_num,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function choose_num that Return the largest even integer in a range, or -1 if none.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement choose_num following the same pattern. Use type hints. Return the correct data type."
429,choose_num,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called choose_num that Return the largest even integer in a range, or -1 if none.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
430,choose_num,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named choose_num is required. Its purpose is to Return the largest even integer in a range, or -1 if none.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
431,rounded_avg,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called rounded_avg that Return a binary string of the average of a range of integers.
432,rounded_avg,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function rounded_avg should Return a binary string of the average of a range of integers. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
433,rounded_avg,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function rounded_avg that Return a binary string of the average of a range of integers.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement rounded_avg following the same pattern. Use type hints. Return the correct data type."
434,rounded_avg,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called rounded_avg that Return a binary string of the average of a range of integers.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
435,rounded_avg,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named rounded_avg is required. Its purpose is to Return a binary string of the average of a range of integers.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
436,unique_digits,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called unique_digits that Return sorted integers from a list that have no even digits.
437,unique_digits,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function unique_digits should Return sorted integers from a list that have no even digits. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
438,unique_digits,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function unique_digits that Return sorted integers from a list that have no even digits.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement unique_digits following the same pattern. Use type hints. Return the correct data type."
439,unique_digits,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called unique_digits that Return sorted integers from a list that have no even digits.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
440,unique_digits,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named unique_digits is required. Its purpose is to Return sorted integers from a list that have no even digits.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
441,by_length,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,"Write a Python function called by_length that Filter integers 1–9, sort, and replace with their English names."
442,by_length,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,"The function by_length should Filter integers 1–9, sort, and replace with their English names. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions."
443,by_length,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function by_length that Filter integers 1–9, sort, and replace with their English names.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement by_length following the same pattern. Use type hints. Return the correct data type."
444,by_length,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called by_length that Filter integers 1–9, sort, and replace with their English names.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
445,by_length,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named by_length is required. Its purpose is to Filter integers 1–9, sort, and replace with their English names.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
446,even_odd_palindrome,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called even_odd_palindrome that Count even and odd palindromes up to n.
447,even_odd_palindrome,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function even_odd_palindrome should Count even and odd palindromes up to n. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
448,even_odd_palindrome,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function even_odd_palindrome that Count even and odd palindromes up to n.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement even_odd_palindrome following the same pattern. Use type hints. Return the correct data type."
449,even_odd_palindrome,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called even_odd_palindrome that Count even and odd palindromes up to n.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
450,even_odd_palindrome,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named even_odd_palindrome is required. Its purpose is to Count even and odd palindromes up to n.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
451,solve_2,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,"Write a Python function called solve_2 that Reverse a number's digits if n has odd digits, else sum all digits."
452,solve_2,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,"The function solve_2 should Reverse a number's digits if n has odd digits, else sum all digits. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions."
453,solve_2,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function solve_2 that Reverse a number's digits if n has odd digits, else sum all digits.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement solve_2 following the same pattern. Use type hints. Return the correct data type."
454,solve_2,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called solve_2 that Reverse a number's digits if n has odd digits, else sum all digits.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
455,solve_2,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named solve_2 is required. Its purpose is to Reverse a number's digits if n has odd digits, else sum all digits.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
456,add_elements,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called add_elements that Sum elements with at most two digits from the first k elements.
457,add_elements,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function add_elements should Sum elements with at most two digits from the first k elements. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
458,add_elements,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function add_elements that Sum elements with at most two digits from the first k elements.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement add_elements following the same pattern. Use type hints. Return the correct data type."
459,add_elements,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called add_elements that Sum elements with at most two digits from the first k elements.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
460,add_elements,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named add_elements is required. Its purpose is to Sum elements with at most two digits from the first k elements.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
461,get_odd_collatz,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called get_odd_collatz that Return sorted odd numbers from the Collatz sequence starting at n.
462,get_odd_collatz,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function get_odd_collatz should Return sorted odd numbers from the Collatz sequence starting at n. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
463,get_odd_collatz,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function get_odd_collatz that Return sorted odd numbers from the Collatz sequence starting at n.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement get_odd_collatz following the same pattern. Use type hints. Return the correct data type."
464,get_odd_collatz,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called get_odd_collatz that Return sorted odd numbers from the Collatz sequence starting at n.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
465,get_odd_collatz,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named get_odd_collatz is required. Its purpose is to Return sorted odd numbers from the Collatz sequence starting at n.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
466,valid_date,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called valid_date that Validate a date string in MM/DD/YYYY format.
467,valid_date,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function valid_date should Validate a date string in MM/DD/YYYY format. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
468,valid_date,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function valid_date that Validate a date string in MM/DD/YYYY format.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement valid_date following the same pattern. Use type hints. Return the correct data type."
469,valid_date,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called valid_date that Validate a date string in MM/DD/YYYY format.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
470,valid_date,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named valid_date is required. Its purpose is to Validate a date string in MM/DD/YYYY format.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
471,split_words,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,"Write a Python function called split_words that Split a string by spaces, commas, or count odd-indexed uppercase letters."
472,split_words,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,"The function split_words should Split a string by spaces, commas, or count odd-indexed uppercase letters. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions."
473,split_words,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function split_words that Split a string by spaces, commas, or count odd-indexed uppercase letters.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement split_words following the same pattern. Use type hints. Return the correct data type."
474,split_words,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called split_words that Split a string by spaces, commas, or count odd-indexed uppercase letters.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
475,split_words,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named split_words is required. Its purpose is to Split a string by spaces, commas, or count odd-indexed uppercase letters.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
476,is_sorted,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called is_sorted that Check if a list is sorted with no more than one duplicate of each number.
477,is_sorted,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function is_sorted should Check if a list is sorted with no more than one duplicate of each number. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
478,is_sorted,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function is_sorted that Check if a list is sorted with no more than one duplicate of each number.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement is_sorted following the same pattern. Use type hints. Return the correct data type."
479,is_sorted,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called is_sorted that Check if a list is sorted with no more than one duplicate of each number.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
480,is_sorted,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named is_sorted is required. Its purpose is to Check if a list is sorted with no more than one duplicate of each number.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
481,intersection,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called intersection that Return the intersection length of two intervals as a string.
482,intersection,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function intersection should Return the intersection length of two intervals as a string. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
483,intersection,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function intersection that Return the intersection length of two intervals as a string.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement intersection following the same pattern. Use type hints. Return the correct data type."
484,intersection,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called intersection that Return the intersection length of two intervals as a string.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
485,intersection,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named intersection is required. Its purpose is to Return the intersection length of two intervals as a string.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
486,prod_signs,hard,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called prod_signs that Return the sum of magnitudes with sign determined by product of signs.
487,prod_signs,hard,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function prod_signs should Return the sum of magnitudes with sign determined by product of signs. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
488,prod_signs,hard,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function prod_signs that Return the sum of magnitudes with sign determined by product of signs.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement prod_signs following the same pattern. Use type hints. Return the correct data type."
489,prod_signs,hard,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called prod_signs that Return the sum of magnitudes with sign determined by product of signs.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
